"PIXEL","GAL_LON","GAL_LAT","WEIGHT","TEMP","TEMP_SIG","RESID_TE"
"3061","1.786598E+02","4.928468E+01","4.842150E-01","2.729689E+00","2.257428E-04","-4.339218E-05"
"3062","1.728663E+02","4.745674E+01","6.422232E-01","2.729631E+00","1.960153E-04","1.010895E-04"
"3063","1.749447E+02","4.978781E+01","3.902622E-01","2.729721E+00","2.514518E-04","6.890297E-05"
"3064","1.651273E+02","4.359921E+01","5.850764E-01","2.729357E+00","2.053651E-04","1.666546E-04"
"3065","1.664595E+02","4.566087E+01","8.254485E-01","2.729534E+00","1.728972E-04","2.343655E-04"
"3066","1.611205E+02","4.427602E+01","6.423916E-01","2.729239E+00","1.959896E-04","1.349449E-04"
"3067","1.626734E+02","4.633796E+01","6.806688E-01","2.729565E+00","1.903992E-04","3.433228E-04"
"3068","1.689975E+02","4.782446E+01","5.593174E-01","2.729442E+00","2.100409E-04","2.622604E-06"
"3069","1.708141E+02","5.009508E+01","4.113439E-01","2.729943E+00","2.449235E-04","3.864765E-04"
"3070","1.649516E+02","4.844453E+01","6.753865E-01","2.729278E+00","1.911423E-04","-7.724762E-05"
"3071","1.673564E+02","5.093816E+01","4.155329E-01","2.729138E+00","2.436858E-04","-3.585815E-04"
"3072","2.404074E+02","1.368148E+01","4.100536E-01","2.730359E+00","2.453086E-04","3.242493E-05"
"3073","2.437228E+02","1.423723E+01","2.010472E-01","2.729826E+00","3.503354E-04","-5.674362E-04"
"3074","2.386916E+02","1.579976E+01","4.134448E-01","2.730374E+00","2.443005E-04","5.722046E-06"
"3075","2.419130E+02","1.630377E+01","2.148685E-01","2.730391E+00","3.388806E-04","-4.434586E-05"
"3076","2.461955E+02","1.434702E+01","3.107688E-01","2.730954E+00","2.817827E-04","5.247593E-04"
"3077","2.484917E+02","1.481007E+01","8.014039E-01","2.730232E+00","1.754718E-04","-2.391338E-04"
"3078","2.445947E+02","1.663803E+01","3.553900E-01","2.730444E+00","2.634999E-04","-3.862381E-05"
"3079","2.470793E+02","1.760998E+01","7.073065E-01","2.730564E+00","1.867795E-04","2.145767E-05"
"3080","2.371422E+02","1.771334E+01","3.121828E-01","2.730895E+00","2.811438E-04","4.928112E-04"
"3081","2.403572E+02","1.830596E+01","2.236325E-01","2.731112E+00","3.321739E-04","6.392002E-04"
"3082","2.356975E+02","1.931831E+01","3.725087E-01","2.729894E+00","2.573741E-04","-5.304813E-04"
"3083","2.389270E+02","2.069304E+01","3.415949E-01","2.730603E+00","2.687678E-04","8.320808E-05"
"3084","2.430167E+02","1.913289E+01","5.111665E-01","2.730114E+00","2.197110E-04","-4.217625E-04"
"3085","2.456556E+02","2.029587E+01","5.992661E-01","2.730314E+00","2.029192E-04","-2.899170E-04"
"3086","2.415974E+02","2.156538E+01","5.318677E-01","2.730148E+00","2.153928E-04","-4.367828E-04"
"3087","2.441472E+02","2.266126E+01","7.472998E-01","2.730394E+00","1.817128E-04","-2.543926E-04"
"3088","2.502518E+02","1.532864E+01","3.318310E-01","2.730369E+00","2.726933E-04","-1.370907E-04"
"3089","2.532621E+02","1.590716E+01","1.283595E-01","2.731162E+00","4.384489E-04","6.122589E-04"
"3090","2.487773E+02","1.809484E+01","2.964089E-01","2.730570E+00","2.885276E-04","-6.198883E-06"
"3091","2.524766E+02","1.836281E+01","1.233194E-01","2.730828E+00","4.473190E-04","2.098083E-04"
"3092","2.556670E+02","1.567838E+01","4.977704E-01","2.730433E+00","2.226478E-04","-1.266003E-04"
"3093","2.578525E+02","1.591440E+01","1.014008E+00","2.730553E+00","1.559956E-04","-2.551079E-05"
"3094","2.545236E+02","1.857434E+01","7.457759E-01","2.730973E+00","1.818984E-04","3.335476E-04"
"3095","2.565997E+02","1.895899E+01","8.997202E-01","2.730489E+00","1.656072E-04","-1.733303E-04"
"3096","2.480739E+02","2.031267E+01","1.696468E-01","2.730345E+00","3.813819E-04","-2.868176E-04"
"3097","2.514023E+02","2.110965E+01","2.218885E-01","2.730719E+00","3.334768E-04","3.361702E-05"
"3098","2.468165E+02","2.295862E+01","1.491461E-01","2.730308E+00","4.067495E-04","-3.807545E-04"
"3099","2.503479E+02","2.389924E+01","2.727011E-01","2.730968E+00","3.008081E-04","2.198219E-04"
"3100","2.533787E+02","2.141560E+01","7.905499E-01","2.730987E+00","1.766723E-04","2.772808E-04"
"3101","2.557926E+02","2.175105E+01","9.361002E-01","2.730699E+00","1.623573E-04","-3.552437E-05"
"3102","2.522069E+02","2.415162E+01","6.590222E-01","2.730900E+00","1.935009E-04","1.306534E-04"
"3103","2.547537E+02","2.458842E+01","8.726947E-01","2.730856E+00","1.681519E-04","5.817413E-05"
"3104","2.339323E+02","2.120481E+01","3.848185E-01","2.730375E+00","2.532241E-04","-7.224083E-05"
"3105","2.372578E+02","2.279957E+01","3.294033E-01","2.730666E+00","2.736964E-04","1.165867E-04"
"3106","2.323042E+02","2.317337E+01","3.928751E-01","2.730751E+00","2.506142E-04","2.806187E-04"
"3107","2.357485E+02","2.471232E+01","3.162137E-01","2.730242E+00","2.793462E-04","-3.318787E-04"
"3108","2.401362E+02","2.367952E+01","4.891171E-01","2.730530E+00","2.246087E-04","-8.845329E-05"
"3109","2.428333E+02","2.488285E+01","5.635795E-01","2.730570E+00","2.092452E-04","-1.168251E-04"
"3110","2.385051E+02","2.572323E+01","5.598787E-01","2.730483E+00","2.099356E-04","-1.606941E-04"
"3111","2.411825E+02","2.672896E+01","5.944434E-01","2.730701E+00","2.037407E-04","-6.198883E-06"
"3112","2.307396E+02","2.444848E+01","3.720435E-01","2.730056E+00","2.575350E-04","-4.165173E-04"
"3113","2.345977E+02","2.631136E+01","2.450479E-01","2.730683E+00","3.173274E-04","9.036064E-05"
"3114","2.293461E+02","2.615346E+01","4.107589E-01","2.730385E+00","2.450979E-04","-1.029968E-04"
"3115","2.328742E+02","2.787037E+01","3.558244E-01","2.730377E+00","2.633390E-04","-2.205372E-04"
"3116","2.370291E+02","2.757228E+01","5.126722E-01","2.730289E+00","2.193881E-04","-3.743172E-04"
"3117","2.398415E+02","2.861605E+01","6.691669E-01","2.730451E+00","1.920285E-04","-2.779961E-04"
"3118","2.354861E+02","2.967015E+01","5.436123E-01","2.730680E+00","2.130534E-04","-2.622604E-06"
"3119","2.383781E+02","3.056495E+01","6.405454E-01","2.730647E+00","1.962719E-04","-9.989738E-05"
"3120","2.455247E+02","2.543027E+01","1.085288E-01","2.730947E+00","4.768267E-04","2.126694E-04"
"3121","2.490110E+02","2.646619E+01","3.498725E-01","2.731352E+00","2.655695E-04","5.574226E-04"
"3122","2.439103E+02","2.725933E+01","2.154855E-01","2.730812E+00","3.383951E-04","5.650520E-05"
"3123","2.476002E+02","2.904925E+01","3.240046E-01","2.730227E+00","2.759672E-04","-6.077290E-04"
"3124","2.511378E+02","2.650190E+01","6.566717E-01","2.730697E+00","1.938469E-04","-1.180172E-04"
"3125","2.534918E+02","2.718430E+01","9.737087E-01","2.730604E+00","1.591910E-04","-2.431870E-04"
"3126","2.500441E+02","2.901258E+01","7.294422E-01","2.731059E+00","1.839237E-04","2.014637E-04"
"3127","2.527327E+02","2.968866E+01","1.082657E+00","2.730660E+00","1.509689E-04","-2.312660E-04"
"3128","2.430123E+02","3.005357E+01","7.023634E-02","2.730385E+00","5.927234E-04","-4.169941E-04"
"3129","2.465774E+02","3.080206E+01","3.272209E-01","2.731446E+00","2.746076E-04","5.884171E-04"
"3130","2.410963E+02","3.191735E+01","1.413340E-01","2.730995E+00","4.178397E-04","1.833439E-04"
"3131","2.452328E+02","3.306169E+01","3.408077E-01","2.731040E+00","2.690781E-04","1.585484E-04"
"3132","2.490067E+02","3.144582E+01","9.632401E-01","2.730807E+00","1.600537E-04","-8.606911E-05"
"3133","2.516666E+02","3.230216E+01","8.149400E-01","2.730701E+00","1.740084E-04","-2.288818E-04"
"3134","2.477385E+02","3.393960E+01","8.790683E-01","2.730817E+00","1.675412E-04","-1.044273E-04"
"3135","2.504508E+02","3.481538E+01","7.623734E-01","2.730738E+00","1.799075E-04","-2.202988E-04"
"3136","2.599218E+02","1.621090E+01","7.300877E-01","2.730862E+00","1.838423E-04","2.658367E-04"
"3137","2.623614E+02","1.642383E+01","1.270558E+00","2.730705E+00","1.393592E-04","9.632111E-05"
"3138","2.591178E+02","1.936333E+01","8.160244E-01","2.730756E+00","1.738927E-04","7.009506E-05"
"3139","2.616727E+02","1.928382E+01","1.312208E+00","2.730596E+00","1.371297E-04","-9.512901E-05"
"3140","2.644546E+02","1.624403E+01","1.145576E+00","2.730685E+00","1.467645E-04","7.987022E-05"
"3141","2.666194E+02","1.654723E+01","1.100022E+00","2.730591E+00","1.497726E-04","-2.241135E-05"
"3142","2.637054E+02","1.943306E+01","8.903193E-01","2.730718E+00","1.664793E-04","1.978874E-05"
"3143","2.659632E+02","1.964834E+01","9.257810E-01","2.730824E+00","1.632597E-04","1.199245E-04"
"3144","2.583910E+02","2.229715E+01","8.525915E-01","2.730850E+00","1.701228E-04","8.916855E-05"
"3145","2.608547E+02","2.204198E+01","1.237057E+00","2.730854E+00","1.412336E-04","9.107590E-05"
"3146","2.574933E+02","2.507030E+01","7.989239E-01","2.731012E+00","1.757439E-04","1.881123E-04"
"3147","2.598694E+02","2.497505E+01","1.470060E+00","2.730729E+00","1.295584E-04","-1.025200E-04"
"3148","2.631573E+02","2.239880E+01","1.073038E+00","2.730748E+00","1.516441E-04","-2.837181E-05"
"3149","2.655874E+02","2.289123E+01","8.571671E-01","2.730773E+00","1.696681E-04","-1.645088E-05"
"3150","2.624796E+02","2.538908E+01","9.879422E-01","2.731018E+00","1.580401E-04","1.714230E-04"
"3151","2.649095E+02","2.568305E+01","8.752161E-01","2.730788E+00","1.679095E-04","-6.699562E-05"
"3152","2.687989E+02","1.645274E+01","6.798840E-01","2.730633E+00","1.905090E-04","2.622604E-05"
"3153","2.708921E+02","1.678053E+01","6.515284E-01","2.730519E+00","1.946105E-04","-9.131432E-05"
"3154","2.685775E+02","1.997826E+01","8.731233E-01","2.730805E+00","1.681107E-04","9.584427E-05"
"3155","2.706538E+02","1.969349E+01","5.043258E-01","2.730690E+00","2.211961E-04","-5.483627E-06"
"3156","2.730410E+02","1.684545E+01","8.530899E-01","2.730521E+00","1.700731E-04","-8.153915E-05"
"3157","2.755291E+02","1.644105E+01","7.802402E-01","2.730766E+00","1.778357E-04","1.912117E-04"
"3158","2.729883E+02","1.991781E+01","6.863121E-01","2.730990E+00","1.896148E-04","2.987385E-04"
"3159","2.752138E+02","1.985912E+01","6.904495E-01","2.730954E+00","1.890458E-04","2.768040E-04"
"3160","2.681156E+02","2.281540E+01","8.405788E-01","2.730870E+00","1.713341E-04","8.511543E-05"
"3161","2.704422E+02","2.303115E+01","5.846087E-01","2.731113E+00","2.054473E-04","3.294945E-04"
"3162","2.676642E+02","2.585711E+01","8.503857E-01","2.730922E+00","1.703433E-04","6.508827E-05"
"3163","2.700459E+02","2.621968E+01","5.697169E-01","2.730980E+00","2.081150E-04","1.208782E-04"
"3164","2.727065E+02","2.310590E+01","8.601749E-01","2.731057E+00","1.693712E-04","2.808571E-04"
"3165","2.754056E+02","2.302742E+01","7.974664E-01","2.730707E+00","1.759045E-04","-5.197525E-05"
"3166","2.724584E+02","2.602108E+01","5.687510E-01","2.730953E+00","2.082917E-04","1.077652E-04"
"3167","2.752628E+02","2.581867E+01","6.784101E-01","2.731012E+00","1.907159E-04","1.859665E-04"
"3168","2.565846E+02","2.783359E+01","9.927889E-01","2.730821E+00","1.576538E-04","-5.865097E-05"
"3169","2.592320E+02","2.760653E+01","1.319553E+00","2.731068E+00","1.367476E-04","1.816750E-04"
"3170","2.557930E+02","3.051141E+01","9.879936E-01","2.730831E+00","1.580360E-04","-9.512901E-05"
"3171","2.583180E+02","3.035528E+01","1.482524E+00","2.731051E+00","1.290126E-04","1.161098E-04"
"3172","2.620224E+02","2.860234E+01","9.738671E-01","2.730646E+00","1.591780E-04","-2.675056E-04"
"3173","2.643510E+02","2.848561E+01","8.618187E-01","2.731139E+00","1.692096E-04","2.260208E-04"
"3174","2.611888E+02","3.134232E+01","7.948352E-01","2.730785E+00","1.761954E-04","-1.759529E-04"
"3175","2.639897E+02","3.133934E+01","7.654741E-01","2.730865E+00","1.795427E-04","-9.989738E-05"
"3176","2.547148E+02","3.285968E+01","1.004496E+00","2.731075E+00","1.567325E-04","1.161098E-04"
"3177","2.574666E+02","3.309232E+01","1.374853E+00","2.731137E+00","1.339692E-04","1.599789E-04"
"3178","2.537596E+02","3.543808E+01","1.160967E+00","2.731080E+00","1.457885E-04","8.940697E-05"
"3179","2.562067E+02","3.583228E+01","8.052123E-01","2.730850E+00","1.750563E-04","-1.592636E-04"
"3180","2.603313E+02","3.382601E+01","8.407652E-01","2.731272E+00","1.713151E-04","2.741814E-04"
"3181","2.633807E+02","3.387237E+01","6.678151E-01","2.731338E+00","1.922228E-04","3.345013E-04"
"3182","2.595343E+02","3.648071E+01","9.646442E-01","2.730984E+00","1.599372E-04","-4.506111E-05"
"3183","2.626549E+02","3.640886E+01","1.015678E+00","2.731125E+00","1.558673E-04","8.964539E-05"
"3184","2.674512E+02","2.900807E+01","9.659180E-01","2.730694E+00","1.598317E-04","-2.281666E-04"
"3185","2.701107E+02","2.892929E+01","4.475378E-01","2.730994E+00","2.348109E-04","7.963181E-05"
"3186","2.668743E+02","3.186013E+01","8.390325E-01","2.731154E+00","1.714919E-04","1.819134E-04"
"3187","2.693885E+02","3.187302E+01","5.095813E-01","2.730925E+00","2.200525E-04","-4.315376E-05"
"3188","2.723436E+02","2.892475E+01","7.615327E-01","2.730997E+00","1.800067E-04","9.083748E-05"
"3189","2.751180E+02","2.905237E+01","7.190198E-01","2.731031E+00","1.852519E-04","1.378059E-04"
"3190","2.721722E+02","3.206025E+01","9.836994E-01","2.731039E+00","1.583805E-04","7.700920E-05"
"3191","2.750238E+02","3.194700E+01","7.544223E-01","2.730891E+00","1.808530E-04","-5.483627E-05"
"3192","2.662415E+02","3.467205E+01","9.631095E-01","2.731216E+00","1.600646E-04","2.012253E-04"
"3193","2.690989E+02","3.470070E+01","5.250026E-01","2.731015E+00","2.167965E-04","4.053116E-06"
"3194","2.654569E+02","3.725688E+01","7.550443E-01","2.731059E+00","1.807785E-04","1.239777E-05"
"3195","2.689749E+02","3.765721E+01","5.595477E-01","2.730652E+00","2.099977E-04","-3.941059E-04"
"3196","2.718540E+02","3.487394E+01","6.996804E-01","2.730987E+00","1.877946E-04","-1.740456E-05"
"3197","2.748304E+02","3.470893E+01","8.130329E-01","2.730671E+00","1.742124E-04","-3.173351E-04"
"3198","2.715097E+02","3.788890E+01","6.292053E-01","2.730713E+00","1.980327E-04","-3.283024E-04"
"3199","2.747632E+02","3.748547E+01","9.731550E-01","2.731111E+00","1.592363E-04","8.773804E-05"
"3200","2.274367E+02","2.811683E+01","3.494214E-01","2.730606E+00","2.657408E-04","1.096725E-04"
"3201","2.308913E+02","2.996029E+01","3.117188E-01","2.730336E+00","2.813530E-04","-2.710819E-04"
"3202","2.257608E+02","2.986091E+01","2.406172E-01","2.730629E+00","3.202356E-04","1.282692E-04"
"3203","2.291522E+02","3.155740E+01","2.202088E-01","2.730479E+00","3.347462E-04","-1.277924E-04"
"3204","2.337324E+02","3.139392E+01","5.827323E-01","2.730446E+00","2.057778E-04","-2.422333E-04"
"3205","2.366590E+02","3.278175E+01","7.381917E-01","2.730780E+00","1.828304E-04","1.788139E-05"
"3206","2.319255E+02","3.311269E+01","4.932707E-01","2.730148E+00","2.236611E-04","-5.402565E-04"
"3207","2.348322E+02","3.480613E+01","5.542974E-01","2.730358E+00","2.109899E-04","-4.091263E-04"
"3208","2.242716E+02","3.088551E+01","2.121176E-01","2.730263E+00","3.410709E-04","-2.276897E-04"
"3209","2.277295E+02","3.305449E+01","2.751195E-01","2.730775E+00","2.994831E-04","1.671314E-04"
"3210","2.224920E+02","3.274287E+01","4.600906E-01","2.730480E+00","2.315855E-04","-1.144409E-05"
"3211","2.257462E+02","3.469287E+01","3.173728E-01","2.730795E+00","2.788356E-04","1.959801E-04"
"3212","2.304361E+02","3.481576E+01","4.426939E-01","2.730213E+00","2.360920E-04","-4.785061E-04"
"3213","2.334638E+02","3.608994E+01","5.858871E-01","2.730518E+00","2.052230E-04","-2.474785E-04"
"3214","2.287274E+02","3.646035E+01","5.024223E-01","2.730372E+00","2.216147E-04","-3.154278E-04"
"3215","2.318500E+02","3.792144E+01","5.547575E-01","2.730462E+00","2.109023E-04","-3.037453E-04"
"3216","2.396479E+02","3.375950E+01","1.845202E-01","2.729822E+00","3.656883E-04","-1.001120E-03"
"3217","2.438280E+02","3.555488E+01","3.744360E-01","2.731020E+00","2.567108E-04","1.161098E-04"
"3218","2.383647E+02","3.591147E+01","1.126760E-01","2.730765E+00","4.679693E-04","-7.295609E-05"
"3219","2.422821E+02","3.762461E+01","4.898281E-01","2.730917E+00","2.244456E-04","4.053116E-06"
"3220","2.463748E+02","3.629433E+01","9.702296E-01","2.730814E+00","1.594762E-04","-1.275539E-04"
"3221","2.495601E+02","3.715697E+01","6.023002E-01","2.731128E+00","2.024075E-04","1.466274E-04"
"3222","2.449349E+02","3.849128E+01","7.603797E-01","2.730837E+00","1.801431E-04","-1.153946E-04"
"3223","2.477265E+02","3.937765E+01","8.265867E-01","2.730899E+00","1.727781E-04","-8.988380E-05"
"3224","2.366452E+02","3.799663E+01","9.798065E-02","2.730891E+00","5.018372E-04","4.935265E-05"
"3225","2.406372E+02","3.961202E+01","3.426668E-01","2.731044E+00","2.683472E-04","1.287460E-04"
"3226","2.350328E+02","3.991924E+01","1.564229E-01","2.730691E+00","3.971759E-04","-1.502037E-04"
"3227","2.389543E+02","4.167814E+01","4.522522E-01","2.731153E+00","2.335838E-04","2.384186E-04"
"3228","2.432985E+02","4.071601E+01","9.979340E-01","2.730926E+00","1.572469E-04","-3.147125E-05"
"3229","2.466221E+02","4.128228E+01","6.974140E-01","2.731044E+00","1.880995E-04","4.816055E-05"
"3230","2.415987E+02","4.269568E+01","9.219790E-01","2.731214E+00","1.635959E-04","2.591610E-04"
"3231","2.453284E+02","4.357004E+01","8.036461E-01","2.730926E+00","1.752268E-04","-7.390976E-05"
"3232","2.207411E+02","3.460990E+01","3.133096E-01","2.729990E+00","2.806378E-04","-5.004406E-04"
"3233","2.236669E+02","3.649003E+01","4.168781E-01","2.730569E+00","2.432924E-04","-1.955032E-05"
"3234","2.189131E+02","3.513076E+01","2.531206E-01","2.730303E+00","3.122262E-04","-1.564026E-04"
"3235","2.220226E+02","3.807268E+01","3.447612E-01","2.730453E+00","2.675308E-04","-1.277924E-04"
"3236","2.265750E+02","3.804918E+01","5.911407E-01","2.730344E+00","2.043090E-04","-3.280640E-04"
"3237","2.297657E+02","3.992634E+01","7.536160E-01","2.730129E+00","1.809497E-04","-6.272793E-04"
"3238","2.248927E+02","3.996755E+01","6.933296E-01","2.730302E+00","1.886528E-04","-3.662109E-04"
"3239","2.275019E+02","4.184732E+01","7.141077E-01","2.730328E+00","1.858879E-04","-4.122257E-04"
"3240","2.171346E+02","3.689100E+01","4.686704E-01","2.730330E+00","2.294559E-04","-1.213551E-04"
"3241","2.202149E+02","3.921483E+01","3.197542E-01","2.731013E+00","2.777953E-04","4.520416E-04"
"3242","2.150500E+02","3.864103E+01","3.413755E-01","2.730444E+00","2.688542E-04","8.106232E-06"
"3243","2.178554E+02","4.074182E+01","3.905053E-01","2.730243E+00","2.513735E-04","-2.908707E-04"
"3244","2.227638E+02","4.139314E+01","4.982087E-01","2.730510E+00","2.225499E-04","-1.354218E-04"
"3245","2.254362E+02","4.319843E+01","4.689825E-01","2.730553E+00","2.293796E-04","-1.657009E-04"
"3246","2.207672E+02","4.274081E+01","6.880950E-01","2.730428E+00","1.893690E-04","-1.957417E-04"
"3247","2.234024E+02","4.495645E+01","7.989492E-01","2.730452E+00","1.757411E-04","-2.479553E-04"
"3248","2.328890E+02","4.181474E+01","1.330615E-01","2.731329E+00","4.306325E-04","4.997253E-04"
"3249","2.372633E+02","4.348899E+01","4.631230E-01","2.731169E+00","2.308261E-04","2.620220E-04"
"3250","2.311367E+02","4.372955E+01","1.041456E-01","2.731356E+00","4.867575E-04","5.359650E-04"
"3251","2.353797E+02","4.576679E+01","4.139545E-01","2.730897E+00","2.441500E-04","-2.384186E-07"
"3252","2.400234E+02","4.475279E+01","1.017596E+00","2.731246E+00","1.557204E-04","2.961159E-04"
"3253","2.436390E+02","4.599159E+01","8.292931E-01","2.731188E+00","1.724960E-04","1.928806E-04"
"3254","2.381951E+02","4.670523E+01","1.028333E+00","2.731030E+00","1.549052E-04","9.226799E-05"
"3255","2.415629E+02","4.821107E+01","7.979347E-01","2.730996E+00","1.758528E-04","1.502037E-05"
"3256","2.292928E+02","4.552067E+01","1.468482E-01","2.730642E+00","4.099196E-04","-1.637936E-04"
"3257","2.331844E+02","4.752024E+01","5.202541E-01","2.731430E+00","2.177836E-04","5.536079E-04"
"3258","2.272417E+02","4.727692E+01","1.378785E-01","2.731600E+00","4.230432E-04","8.141994E-04"
"3259","2.311084E+02","4.928849E+01","5.151431E-01","2.731138E+00","2.188613E-04","2.834797E-04"
"3260","2.362518E+02","4.882370E+01","1.182238E+00","2.731194E+00","1.444709E-04","2.717972E-04"
"3261","2.394783E+02","5.039257E+01","8.986971E-01","2.730930E+00","1.657015E-04","-3.170967E-05"
"3262","2.338011E+02","5.067472E+01","1.099109E+00","2.731160E+00","1.498348E-04","2.651215E-04"
"3263","2.372241E+02","5.250654E+01","9.178988E-01","2.731057E+00","1.639591E-04","1.208782E-04"
"3264","2.522372E+02","3.783847E+01","9.158769E-01","2.731192E+00","1.641400E-04","1.833439E-04"
"3265","2.554361E+02","3.882076E+01","7.705344E-01","2.731199E+00","1.789522E-04","1.614094E-04"
"3266","2.514585E+02","4.004272E+01","1.005241E+00","2.731359E+00","1.566743E-04","3.337860E-04"
"3267","2.541102E+02","4.139495E+01","4.807920E-01","2.731230E+00","2.265450E-04","1.780987E-04"
"3268","2.586339E+02","3.906602E+01","7.895277E-01","2.730989E+00","1.767866E-04","-6.437302E-05"
"3269","2.615803E+02","3.929891E+01","8.051268E-01","2.731109E+00","1.750656E-04","4.577637E-05"
"3270","2.576225E+02","4.159929E+01","8.435032E-01","2.730875E+00","1.710368E-04","-1.955032E-04"
"3271","2.609283E+02","4.201229E+01","7.208518E-01","2.731313E+00","1.850163E-04","2.303123E-04"
"3272","2.501475E+02","4.260377E+01","1.052301E+00","2.731195E+00","1.531310E-04","1.599789E-04"
"3273","2.533687E+02","4.320708E+01","5.626618E-01","2.731292E+00","2.094157E-04","2.322197E-04"
"3274","2.485369E+02","4.500974E+01","1.016688E+00","2.731076E+00","1.557899E-04","4.100800E-05"
"3275","2.517301E+02","4.556073E+01","3.964367E-01","2.730825E+00","2.494860E-04","-2.348423E-04"
"3276","2.567188E+02","4.410300E+01","8.848946E-01","2.731265E+00","1.669888E-04","1.850128E-04"
"3277","2.599537E+02","4.469846E+01","9.233800E-01","2.730911E+00","1.634718E-04","-1.814365E-04"
"3278","2.553315E+02","4.654689E+01","8.148545E-01","2.731021E+00","1.740175E-04","-6.008148E-05"
"3279","2.590609E+02","4.724009E+01","7.534202E-01","2.731014E+00","1.809732E-04","-8.177757E-05"
"3280","2.650496E+02","3.979428E+01","9.387251E-01","2.731082E+00","1.621301E-04","1.168251E-05"
"3281","2.684557E+02","4.039830E+01","6.206448E-01","2.730901E+00","1.993937E-04","-1.709461E-04"
"3282","2.647092E+02","4.225233E+01","8.146290E-01","2.730740E+00","1.740416E-04","-3.476143E-04"
"3283","2.678462E+02","4.310265E+01","3.850963E-01","2.730651E+00","2.531327E-04","-4.391670E-04"
"3284","2.714293E+02","4.032340E+01","7.036508E-01","2.731153E+00","1.872641E-04","8.845329E-05"
"3285","2.746257E+02","4.045096E+01","8.102108E-01","2.730653E+00","1.745155E-04","-3.988743E-04"
"3286","2.707424E+02","4.310435E+01","7.662101E-01","2.730831E+00","1.794564E-04","-2.527237E-04"
"3287","2.745581E+02","4.307161E+01","8.585637E-01","2.731235E+00","1.695301E-04","1.657009E-04"
"3288","2.639543E+02","4.475612E+01","9.698784E-01","2.731161E+00","1.595050E-04","6.222725E-05"
"3289","2.676380E+02","4.563291E+01","4.834525E-01","2.730715E+00","2.259207E-04","-3.845692E-04"
"3290","2.630352E+02","4.740415E+01","1.001362E+00","2.730978E+00","1.569775E-04","-1.254082E-04"
"3291","2.674153E+02","4.806797E+01","4.346759E-01","2.730865E+00","2.382595E-04","-2.384186E-04"
"3292","2.704600E+02","4.554600E+01","6.923373E-01","2.731269E+00","1.887879E-04","1.749992E-04"
"3293","2.747037E+02","4.585295E+01","7.129351E-01","2.730965E+00","1.860407E-04","-1.144409E-04"
"3294","2.704146E+02","4.844096E+01","6.239879E-01","2.731039E+00","1.988588E-04","-5.888939E-05"
"3295","2.744673E+02","4.828166E+01","6.326976E-01","2.730961E+00","1.974854E-04","-1.230240E-04"
"3296","2.470950E+02","4.728505E+01","9.187328E-01","2.730959E+00","1.638847E-04","-7.128716E-05"
"3297","2.507458E+02","4.808785E+01","5.833702E-01","2.731080E+00","2.056652E-04","2.217293E-05"
"3298","2.454427E+02","4.944474E+01","1.082262E+00","2.730965E+00","1.509964E-04","-5.388260E-05"
"3299","2.489727E+02","5.068222E+01","5.066243E-01","2.730746E+00","2.206937E-04","-2.996922E-04"
"3300","2.540857E+02","4.873631E+01","7.973994E-01","2.731063E+00","1.759118E-04","-1.382828E-05"
"3301","2.580931E+02","4.923243E+01","7.109939E-01","2.731073E+00","1.862945E-04","-1.955032E-05"
"3302","2.531674E+02","5.117661E+01","9.369245E-01","2.731136E+00","1.622859E-04","6.651878E-05"
"3303","2.570284E+02","5.197314E+01","7.589012E-01","2.730814E+00","1.803185E-04","-2.682209E-04"
"3304","2.437824E+02","5.166806E+01","1.111712E+00","2.730945E+00","1.489830E-04","-5.817413E-05"
"3305","2.476981E+02","5.285509E+01","6.080606E-01","2.731200E+00","2.014464E-04","1.692772E-04"
"3306","2.416808E+02","5.364947E+01","1.095109E+00","2.731017E+00","1.501082E-04","3.767014E-05"
"3307","2.456553E+02","5.482772E+01","6.079261E-01","2.730871E+00","2.014687E-04","-1.361370E-04"
"3308","2.519782E+02","5.356676E+01","6.242938E-01","2.731442E+00","1.988101E-04","3.879070E-04"
"3309","2.559648E+02","5.471555E+01","7.320500E-01","2.730930E+00","1.835958E-04","-1.344681E-04"
"3310","2.499341E+02","5.583656E+01","1.168936E+00","2.731317E+00","1.452906E-04","2.875328E-04"
"3311","2.540346E+02","5.697045E+01","7.844186E-01","2.731142E+00","1.773614E-04","1.015663E-04"
"3312","2.618979E+02","4.997996E+01","6.758258E-01","2.731237E+00","1.910802E-04","1.370907E-04"
"3313","2.668723E+02","5.032478E+01","4.786323E-01","2.731302E+00","2.270555E-04","2.014637E-04"
"3314","2.611256E+02","5.243388E+01","8.072565E-01","2.731018E+00","1.748346E-04","-7.295609E-05"
"3315","2.661323E+02","5.274407E+01","4.954844E-01","2.731147E+00","2.231609E-04","5.483627E-05"
"3316","2.699264E+02","5.120460E+01","6.091985E-01","2.731208E+00","2.012582E-04","1.139641E-04"
"3317","2.742090E+02","5.094834E+01","8.846983E-01","2.731405E+00","1.670073E-04","3.240108E-04"
"3318","2.695940E+02","5.362025E+01","4.967026E-01","2.730181E+00","2.228870E-04","-9.021759E-04"
"3319","2.737724E+02","5.349956E+01","9.015414E-01","2.731203E+00","1.654399E-04","1.304150E-04"
"3320","2.601078E+02","5.528320E+01","8.136465E-01","2.731264E+00","1.741467E-04","1.921654E-04"
